,pred_MEL,pred_NV,pred_BCC,pred_AK,pred_BKL,pred_DF,pred_VASC,pred_SCC
true_MEL,72.5,20.420353982300885,1.5044247787610618,1.0176991150442478,4.1371681415929205,0.11061946902654868,0.15486725663716813,0.15486725663716813
true_NV,4.939805825242718,91.40194174757282,1.429126213592233,0.015533980582524271,1.941747572815534,0.12427184466019417,0.11650485436893204,0.031067961165048542
true_BCC,4.481203007518797,6.827067669172933,80.57142857142857,2.4661654135338344,4.180451127819549,0.12030075187969924,0.3308270676691729,1.0225563909774436
true_AK,8.554913294797688,2.8901734104046244,15.375722543352602,54.45086705202312,15.028901734104046,0.3468208092485549,0.23121387283236994,3.121387283236994
true_BKL,10.247619047619047,15.276190476190477,3.657142857142857,2.4761904761904763,66.85714285714286,0.0,0.11428571428571428,1.3714285714285714
true_DF,9.166666666666666,22.5,10.0,1.25,5.0,48.75,0.0,3.3333333333333335
true_VASC,5.882352941176471,27.84313725490196,2.7450980392156863,0.0,0.0,0.0,63.529411764705884,0.0
true_SCC,10.0,6.666666666666667,13.333333333333334,4.761904761904762,11.428571428571429,0.31746031746031744,0.0,53.492063492063494
