rung,n_id,n_ood,P_pred_NV_given_ID_pct,P_pred_NV_given_OOD_pct,diff_pp,ratio_ood_over_id
runA_grl,25335,11490,52.92678113282021,61.55787641427328,8.63109528145307,1.1630761421102345
runB_orth1,25335,11490,53.135977896191044,61.88859878154917,8.752620885358127,1.1647211782280107
runB,25335,11490,53.522794552989936,60.93994778067885,7.417153227688914,1.1385793340881258
