metric,n_full,tau_full,p_full_exact,n_arrangements_full,n_common_seed,tau_common_seed,p_common_seed_exact,n_arrangements_common,sign_stable,passes_contract_threshold,scorer
auroc,15,0.03380617018914066,0.9177674177674178,756756,15,0.03380617018914066,0.9177674177674178,756756,True,False,mahalanobis
auroc,15,0.4169427656660682,0.05576698433841291,756756,15,0.4169427656660682,0.05576698433841291,756756,True,True,cosine
auroc,15,-0.01126872339638022,1.0,756756,15,-0.01126872339638022,1.0,756756,True,False,knn_k1
auroc,15,0.03380617018914066,0.9177674177674178,756756,15,0.03380617018914066,0.9177674177674178,756756,True,False,knn_k10
auroc,15,0.14649340415294287,0.5344206058491773,756756,15,0.14649340415294287,0.5344206058491773,756756,True,False,knn_k50
auroc,15,0.34933042528778685,0.1143089714518286,756756,15,0.34933042528778685,0.1143089714518286,756756,True,True,energy
auroc,15,0.07888106377466154,0.7566058280343995,756756,15,0.07888106377466154,0.7566058280343995,756756,True,False,vim
auroc,15,0.03380617018914066,0.9177674177674178,756756,15,0.03380617018914066,0.9177674177674178,756756,True,False,density_kde
