J,mean_J_null,z_normal_approx,p_normal_approx,p_exact,n_arrangements,scorer
25.0,27.5,-0.3285021599088021,0.7425320114507434,0.6495171495171496,72072,mahalanobis
38.0,27.5,1.3797090716169689,0.16767623866495684,0.09705572205572205,72072,cosine
26.0,27.5,-0.19710129594528128,0.8437482693039193,0.600954600954601,72072,knn_k1
28.0,27.5,0.06570043198176043,0.9476163284864536,0.5,72072,knn_k10
30.0,27.5,0.3285021599088021,0.7425320114507434,0.39904539904539904,72072,knn_k50
42.0,27.5,1.9053125274710523,0.056739457997161846,0.03227328227328227,72072,energy
30.0,27.5,0.3285021599088021,0.7425320114507434,0.39904539904539904,72072,vim
28.0,27.5,0.06570043198176043,0.9476163284864536,0.5,72072,density_kde
