rung,seed,n_ood,n_id,ood_pct_MEL,ood_pct_NV,ood_pct_BCC,ood_pct_AK,ood_pct_BKL,ood_pct_DF,ood_pct_VASC,ood_pct_SCC,id_pct_MEL,id_pct_NV,id_pct_BCC,id_pct_AK,id_pct_BKL,id_pct_DF,id_pct_VASC,id_pct_SCC,id_predicted_own_class_pct
runA_grl,42,2298,5067,19.538729329852046,66.0574412532637,7.484769364664926,0.6527415143603134,4.046997389033942,0.04351610095735422,0.47867711053089645,1.6971279373368147,17.979080323662917,54.174067495559505,12.255772646536412,2.6248273139925007,9.848036313400435,0.5131241365699625,0.7894217485691731,1.8156700217090982,80.85652259719755
runA_grl,52,2298,5067,18.66840731070496,57.13664055700609,11.270670147954743,1.8276762402088773,7.789382071366406,0.34812880765883375,1.0879025239338556,1.8711923411662315,18.334320110519045,52.417604104993096,13.005723307677126,3.019538188277087,10.065127294256957,0.7104795737122558,0.7894217485691731,1.6577856719952635,81.74462206433788
runA_grl,62,2298,5067,15.622280243690165,69.32114882506528,6.832027850304613,1.0443864229765014,4.830287206266319,0.30461270670147955,0.6092254134029591,1.4360313315926894,17.58436944937833,53.83856325241761,12.3149792776791,2.9405960134201696,9.552003157686995,0.7696862048549438,0.8880994671403197,2.111703177422538,80.87625814091179
runA_grl,72,2298,5067,22.106179286335944,60.226283724978245,7.9634464751958225,1.0443864229765014,6.788511749347259,0.0,0.9573542210617929,0.9138381201044387,16.873889875666073,54.52930728241563,12.689954608249458,3.1774225379909216,9.591474245115453,0.6315373988553384,0.9670416419972371,1.5393724097098875,79.41582790605881
runA_grl,82,2298,5067,21.148825065274153,62.9242819843342,8.44212358572672,0.783289817232376,4.569190600522194,0.5221932114882507,0.783289817232376,0.8268059181897301,17.24886520623643,52.85178606670614,13.49911190053286,2.723505032563647,10.637458061969607,0.6512729425695678,0.7894217485691731,1.5985790408525755,81.33017564633906
runB_orth1,42,2298,5067,17.754569190600524,61.57528285465622,9.660574412532638,1.566579634464752,6.744995648389904,0.26109660574412535,0.6527415143603134,1.7841601392515232,17.505427274521413,53.0294059601342,13.18334320110519,2.3682652457075193,10.282218275113479,0.6512729425695678,0.9078350108545491,2.0722320899940794,81.34991119005328
runB_orth1,52,2298,5067,20.322019147084422,59.13838120104439,7.876414273281114,2.393385552654482,7.5718015665796345,0.391644908616188,0.783289817232376,1.5230635335073976,17.2291296625222,53.246496940990724,12.847838957963292,2.9800671008486286,10.53878034339846,0.6315373988553384,0.7302151174264851,1.7959344779948687,81.13282020919677
runB_orth1,62,2298,5067,18.929503916449086,61.57528285465622,9.48651000870322,1.4360313315926894,5.700609225413403,0.26109660574412535,0.6962576153176675,1.9147084421235858,18.19617130451944,53.30570357213341,12.768896783106374,2.6840339451351887,9.670416419972371,0.5328596802841918,0.8288928359976317,2.0130254588513914,81.34991119005328
runB_orth1,72,2298,5067,16.275021758050478,65.62228024369017,9.094865100087032,1.1314186248912097,5.700609225413403,0.30461270670147955,0.5657093124456049,1.3054830287206267,18.49220446023288,53.87803433984606,12.29524373396487,3.078744819419775,9.473060982830077,0.5131241365699625,0.7302151174264851,1.5393724097098875,80.6196960726268
runB_orth1,82,2298,5067,19.79982593559617,65.92689295039165,6.70147954743255,1.392515230635335,4.482158398607485,0.26109660574412535,0.391644908616188,1.0443864229765014,17.485691730807183,53.18729030984804,13.538582987961318,2.6840339451351887,10.26248273139925,0.5723307677126505,0.7499506611407144,1.5196368659956583,81.4288533649102
runB,42,2298,5067,14.360313315926893,65.92689295039165,8.572671888598782,1.3054830287206267,6.396866840731071,0.8268059181897301,0.5221932114882507,2.088772845953003,17.387014012236037,53.0294059601342,13.321492007104796,2.151174264850997,10.124333925399645,0.6118018551411092,0.9670416419972371,2.407736333135978,81.54726662719558
runB,52,2298,5067,22.715404699738905,60.48738033072237,5.308964316797215,1.5230635335073976,8.093994778067884,0.17406440382941687,0.47867711053089645,1.2184508268059182,17.66331162423525,53.34517465956187,12.92678113282021,2.4274718768502073,10.8348134991119,0.5920663114268798,0.7302151174264851,1.4801657785671996,80.77758042234063
runB,62,2298,5067,23.237597911227155,57.876414273281114,7.658833768494343,1.392515230635335,7.397737162750218,0.391644908616188,1.000870322019147,1.0443864229765014,18.373791197947504,53.34517465956187,12.63074797710677,2.9208604697059406,9.532267613972765,0.6118018551411092,0.7696862048549438,1.8156700217090982,80.59996052891258
runB,72,2298,5067,16.057441253263708,60.48738033072237,11.183637946040035,2.6979982593559617,7.136640557006093,0.34812880765883375,0.9573542210617929,1.1314186248912097,16.775212157094927,53.91750542727452,13.064929938819814,3.2761002565620685,10.045391750542727,0.6710084862837972,0.7894217485691731,1.4604302348529703,80.67890270376948
runB,82,2298,5067,19.669277632724107,64.31679721496954,9.18189730200174,0.9138381201044387,4.308093994778068,0.391644908616188,0.6092254134029591,0.6092254134029591,16.755476613380697,53.68067890270377,13.47937635681863,2.7629761199921057,10.084862837971187,0.6118018551411092,1.026248273139925,1.5985790408525755,80.67890270376948
